LISTA,participant,idade,cidade,genero,escolaridade,falantenativo,item,frase,resposta,pro_gender,verbtype,verbaspect,interpretation
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,Ela queria comprar um tablet.,f,C3,imperfective,ambiguo
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,adora receber dinheiro,f,C3,imperfective,goal
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,Tinha dinheiro na conta,f,C3,imperfective,source
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,agradeceu.,m,C2,perfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,chutou de volta.,m,C2,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,não reagiu.,m,C2,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,se machucou,m,C2,perfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,devolveu a lata para Pedro com outro chute.,m,C2,perfective,goal
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,Ele errou o alvo.,m,C2,perfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,tinha conseguido a lata da cozinha de sua casa,m,C2,perfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,Chutou de volta,m,C2,perfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,estava esperando havia duas semanas.,f,C3,perfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,respondeu imediatamente.,f,C3,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,respondeu imediatamente.,f,C3,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,queria fazer perguntas sobre teatro,f,C3,perfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,finalmente tinha terminado o trabalho.,f,C3,perfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,Ela não respondeu,f,C3,perfective,goal
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,esperava esse email há meses,f,C3,perfective,goal
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,Perguntou sobre a prova,f,C3,perfective,source
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,não conseguiu pegar e deixou o controle cair no chão.,f,C2,perfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,deixou cair.,f,C2,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,deixou cair.,f,C2,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,pegou o controle,f,C2,perfective,goal
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,o pegou no ar.,f,C2,perfective,goal
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,Ela acertou o tigela de comida do cachorro.,f,C2,perfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,o agarrou e tacou de volta na cabeça de Bruna,f,C2,perfective,goal
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,Não conseguiu pegar e ele quebrou,f,C2,perfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,havia terminado de escrever.,m,C1,imperfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,agradeceu por emprestar.,m,C1,imperfective,ambiguo
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,tinha pego emprestado para o exame.,m,C1,imperfective,source
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,queria uma caneta azul,m,C1,imperfective,goal
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,foi chamado pela professora e deixou a caneta cair.,m,C1,imperfective,ambiguo
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,Ele a deixou cair,m,C1,imperfective,ambiguo
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,"precisava da caneta, mas deu para Júlio mesmo assim",m,C1,imperfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,Precisava assinar o documento,m,C1,imperfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,estava ansioso pela entrega.,m,C3,imperfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,colocou o endereço de Samuel no topo da caixa.,m,C3,imperfective,source
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,esperava que fosse rápido.,m,C3,imperfective,ambiguo
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,estava com pressa,m,C3,imperfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,estava satisfeito por estar fazendo isso.,m,C3,imperfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,Ele esqueceu de atualizar as informações corretas no formulário,m,C3,imperfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,não pediu por aquilo,m,C3,imperfective,goal
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,Estava vestindo uma camiseta vermelha,m,C3,imperfective,source
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,ficou muito feliz.,m,C1,perfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,provou e não serviu.,m,C1,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,a vestiu na hora.,m,C1,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,estava louco para ver a camisa da cbf,m,C1,perfective,goal
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,queria que Luís a vestisse imediatamente.,m,C1,perfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,Ele a tinha lavado na noite anterior,m,C1,perfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,"andou duas quadras, então cobrou frete",m,C1,perfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,Adorou o presente,m,C1,perfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,"disse bem alto ""pensa rápido""!",f,C2,imperfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,pegou no ar.,f,C2,imperfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,pediu que ela lhe jogasse.,f,C2,imperfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,olhou o chapéu cair,f,C2,imperfective,ambiguo
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,de repente se lembrou do que havia esquecido.,f,C2,imperfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,Ela queria testar seus reflexos,f,C2,imperfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,adorava ver o chapéu descer lentament equilibrado pelo vento,f,C2,imperfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,Pediu emprestado porque estava muito sol,f,C2,imperfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,estava doente.,f,C1,perfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,agradeceu.,f,C1,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,tinha convidado a amiga até sua casa.,f,C1,perfective,source
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,tomou o café,f,C1,perfective,goal
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,sentou-se na mesa e começaram a conversar.,f,C1,perfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,Ela deixou cair o copo.,f,C1,perfective,disagreement
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,tomou o café e aagradeceu,f,C1,perfective,goal
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,Estava muito cansada,f,C1,perfective,ambiguo
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,pediu desculpas pelo atraso.,f,C1,imperfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,agradeceu.,f,C1,imperfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,fazia aniversário naquele dia.,f,C1,imperfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,estava ansiosa para ver a reação de márcia,f,C1,imperfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,estava feliz de poder deixar uma lembrança de aniversário para sua amiga.,f,C1,imperfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,Ela não ganhou o que queria,f,C1,imperfective,goal
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,"não sabia o que comprar, mas foi na fé",f,C1,imperfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,Parecia estar muito feliz,f,C1,imperfective,ambiguo
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,estava marcado naquele momento.,m,C2,imperfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,pegou e jogou para o Bruno.,m,C2,imperfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,era a laterial esquerda.,m,C2,imperfective,ambiguo
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,dibrou,m,C2,imperfective,ambiguo
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,foi interceptado por outro jogador.,m,C2,imperfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,Ele então decidiu tentar fazer um gol,m,C2,imperfective,ambiguo
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,adorava brincar com o amigo,m,C2,imperfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,Precisa praticar mais esse passe,m,C2,imperfective,source
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,havia esquecido de trazer o seu.,f,C2,perfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,pegou e colocou em cima da cama.,f,C2,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,pediu que ela fizesse isso.,f,C2,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,pegou o travesseiro,f,C2,perfective,goal
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,pegou o travesseiro e se jogou na cama.,f,C2,perfective,goal
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,Ela se esquivou e empurrou Ana,f,C2,perfective,goal
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,precisava de algo fofo para dormir,f,C2,perfective,goal
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,Não queria levantar da poltrona,f,C2,perfective,ambiguo
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,mesmo havia feito a torta.,m,C1,perfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,agradeceu.,m,C1,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,agradeceu.,m,C1,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,comeu,m,C1,perfective,goal
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,estava com saudade da torta de sua mãe.,m,C1,perfective,goal
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,Ele não gostou do novo sabor,m,C1,perfective,goal
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,agradeceu,m,C1,perfective,goal
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,Adorou e repetiu,m,C1,perfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,estava com saudades.,m,C3,imperfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,não lembrava o número da casa de Rafael.,m,C3,imperfective,source
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,tinha promeitdo que enviaria.,m,C3,imperfective,source
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,nunca havia escrito uma carta,m,C3,imperfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,estava feliz porque finalmente entraria em contato com Rafael novamente.,m,C3,imperfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,Ele esqueceu de colocar o selo,m,C3,imperfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,havia escrito um poema de amor,m,C3,imperfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,Explicou o ocorrido para o amigo,m,C3,imperfective,source
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,agradeceu.,f,C3,perfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,perguntou porque Beatriz demorou tanto.,f,C3,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,recebeu e o arquivou.,f,C3,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,queria a resposta o mais rápido possível,f,C3,perfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,estava feliz por ter se livrado dele.,f,C3,perfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,Ela decidiu deixar o emprego depois,f,C3,perfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,não tinha capacidade de resolve-lo sozinha,f,C3,perfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,Precisava do documento com urgência,f,C3,perfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,estava impaciente por uma resposta.,m,C3,perfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,por sua vez passou para Amanda.,m,C3,perfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,não entendeu.,m,C3,perfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,acredita em correntes,m,C3,perfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,queria que o romance desse certo.,m,C3,perfective,source
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,Ele não respondeu o seu telefonema,m,C3,perfective,goal
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,"tinha que ter feito isso há duas horas, mas esquecera",m,C3,perfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,Entendeu e disse que irá mudar o projeto,m,C3,perfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,havia faltado na aula passada.,f,C1,imperfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,agradeceu.,f,C1,imperfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,precisava dele para estudar.,f,C1,imperfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,havia perdido a matéria dada na aula anterior,f,C1,imperfective,goal
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,estava com a matéria atrasada.,f,C1,imperfective,goal
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,Ela queria as respostas,f,C1,imperfective,goal
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,derrubou o caderno no chão e ali ele ficou,f,C1,imperfective,ambiguo
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,Havia anotado toda a matéria,f,C1,imperfective,source
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,e André estava jogando futebol na rua.,m,C2,imperfective,leitura_alternativa
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,escorregou e ralou sua perna.,m,C2,imperfective,source
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,Chutou de volta.,m,C2,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,se preocupava em não acertá-lo.,m,C2,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,insistiu nesta ação por mais sete minutos e depois parou.,m,C2,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,queria jogar uma peladinha de lata na rua.,m,C2,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,Machucou o pé,m,C2,imperfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,chutou de volta,m,C2,imperfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,pegou o travesseiro e jogou de volta.,f,C2,imperfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,não percebeu e o deixou cair no chão.,f,C2,imperfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,Jogou de volta.,f,C2,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,o pegava e jogava de volta.,f,C2,imperfective,goal
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,jogou o último com muita força e acabou acertando um vaso de vidro.,f,C2,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,é louca!,f,C2,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,Errou a mira e quebrou o porta retrato,f,C2,imperfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,jogou de volta,f,C2,imperfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,estava precisando das anotações de Karen para estudar.,f,C1,perfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,verificou a resolução de um exercício.,f,C1,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,Começou a anotar.,f,C1,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,aceitou e agradeceu.,f,C1,perfective,goal
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,queria que Sara escrevesse quais assuntos cairiam na prova de biologia.,f,C1,perfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,copiou a questão o mais rápido que pode.,f,C1,perfective,goal
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,Agradeceu,f,C1,perfective,goal
